acidity,sugar,alcohol,pH,sulphates,quality,quality_label
7.13,9.43,12.32,3.82,0.754,8,good
3.64,1.42,8.28,3.38,0.619,7,good
4.68,6.72,10.28,3.68,0.685,8,good
6.72,10.55,11.28,3.78,0.484,8,good
3.8,2.07,9.04,3.8,0.78,8,good
7.09,10.33,14.89,2.87,0.71,8,good
7.16,18.62,9.46,4.0,0.727,8,good
5.54,3.0,8.91,3.44,0.386,7,good
3.03,15.52,9.42,3.17,0.435,8,good
4.44,8.78,13.38,3.14,0.443,8,good
6.08,13.45,10.98,3.48,0.435,8,good
7.91,5.94,11.96,4.04,0.728,8,good
6.16,4.03,8.15,3.33,0.316,5,bad
4.3,4.05,8.24,3.85,0.338,8,good
6.17,2.34,11.12,2.94,0.437,8,good
5.7,4.53,13.72,3.47,0.4,8,good
6.9,13.62,14.2,4.19,0.416,8,good
3.53,17.75,8.61,3.88,0.699,8,good
6.81,16.47,11.77,3.09,0.582,8,good
5.71,14.02,14.39,3.5,0.303,8,good
7.81,3.1,10.72,3.13,0.515,7,good
4.71,6.49,13.81,3.37,0.504,8,good
6.16,6.89,8.94,3.89,0.357,8,good
7.66,5.75,14.55,3.88,0.638,8,good
3.51,10.79,13.26,3.12,0.651,8,good
7.69,11.18,14.59,4.09,0.66,8,good
6.44,7.78,12.74,3.63,0.664,8,good
3.34,7.72,10.54,3.33,0.3,8,good
4.5,16.74,14.57,3.5,0.777,8,good
6.54,16.0,9.93,3.65,0.707,8,good
3.34,6.85,10.33,3.58,0.752,8,good
5.91,18.36,12.91,3.48,0.308,8,good
4.73,19.1,13.36,3.51,0.767,8,good
6.1,7.21,14.51,3.05,0.705,8,good
3.23,7.73,9.43,3.94,0.719,8,good
7.36,10.61,13.59,3.56,0.347,8,good
7.87,18.88,13.17,2.98,0.669,8,good
7.84,17.65,8.45,3.87,0.78,8,good
6.75,2.95,10.71,4.11,0.639,7,good
3.65,8.46,9.98,4.13,0.585,8,good
6.79,11.51,10.13,3.32,0.773,8,good
3.12,10.56,14.88,2.99,0.521,8,good
3.11,4.68,12.5,3.53,0.6,8,good
4.62,17.32,13.02,2.96,0.538,8,good
5.44,13.86,14.84,4.11,0.766,8,good
6.85,16.92,10.64,3.06,0.338,8,good
6.42,17.32,13.61,3.15,0.551,8,good
5.23,15.22,11.04,3.37,0.643,8,good
4.37,9.35,14.09,3.34,0.696,8,good
7.99,12.6,9.26,3.91,0.592,8,good
5.13,4.05,14.63,3.44,0.754,8,good
5.26,13.8,9.53,3.04,0.771,8,good
3.82,4.41,10.28,3.17,0.332,8,good
6.97,14.19,13.29,3.51,0.501,8,good
6.47,5.36,10.76,3.01,0.312,8,good
4.1,3.23,12.26,3.66,0.465,8,good
3.41,4.14,11.11,3.59,0.568,8,good
6.4,1.04,13.2,3.8,0.755,8,good
6.27,14.66,9.6,4.11,0.723,8,good
4.37,14.92,8.41,4.08,0.364,8,good
7.75,10.78,10.1,4.12,0.347,7,good
3.76,4.07,11.32,3.14,0.595,8,good
5.16,2.59,9.18,2.98,0.566,8,good
7.72,1.36,10.48,3.22,0.433,6,bad
5.1,4.15,10.8,4.05,0.75,8,good
6.19,17.93,8.4,4.16,0.764,8,good
4.99,5.59,12.08,4.0,0.501,8,good
4.37,7.73,14.19,2.95,0.745,8,good
7.92,3.0,9.06,4.13,0.492,7,good
5.05,5.22,12.18,3.39,0.668,8,good
7.47,10.87,12.65,2.81,0.538,8,good
4.15,12.55,10.94,3.42,0.361,8,good
4.07,5.66,12.91,2.86,0.764,8,good
3.16,2.1,10.88,3.56,0.527,8,good
6.26,8.43,11.53,3.27,0.667,8,good
4.84,5.45,8.05,3.46,0.484,7,good
7.32,5.17,12.84,3.66,0.309,8,good
5.37,19.24,12.63,4.02,0.35,8,good
7.84,12.71,8.27,3.73,0.548,8,good
3.93,11.58,10.58,3.41,0.645,8,good
7.34,8.9,14.85,3.95,0.467,8,good
6.88,9.15,10.95,4.07,0.648,8,good
6.85,11.28,11.51,2.97,0.649,8,good
7.22,14.23,14.37,3.54,0.652,8,good
6.81,14.34,13.02,3.2,0.546,8,good
6.13,4.26,12.07,2.87,0.757,7,good
3.66,10.5,13.58,3.74,0.545,8,good
3.16,8.83,14.05,4.01,0.525,8,good
7.6,17.54,11.2,3.03,0.4,8,good
6.08,13.0,11.33,3.94,0.454,8,good
6.98,11.12,10.7,3.99,0.321,8,good
5.41,3.19,14.77,4.08,0.617,8,good
3.59,12.51,12.88,3.17,0.424,8,good
3.63,3.23,8.58,4.07,0.452,8,good
6.43,7.41,14.04,3.25,0.685,8,good
5.15,3.71,11.36,3.57,0.464,8,good
4.0,14.15,8.48,2.87,0.421,8,good
5.46,4.92,11.85,2.86,0.385,8,good
3.32,8.45,10.92,3.81,0.687,8,good
5.91,18.02,14.14,3.42,0.365,8,good
4.34,4.88,9.43,3.16,0.527,8,good
6.99,10.65,13.79,3.07,0.553,8,good
4.55,8.97,11.9,3.74,0.644,8,good
5.28,1.34,8.38,2.8,0.617,7,good
3.06,16.06,14.8,3.93,0.705,8,good
3.36,2.31,11.59,2.91,0.322,8,good
4.96,10.01,10.04,3.07,0.448,8,good
5.4,11.65,11.29,3.34,0.44,8,good
6.0,12.94,14.01,3.48,0.373,8,good
4.46,14.08,10.13,3.3,0.445,8,good
6.47,5.81,9.35,3.25,0.455,6,bad
7.3,1.19,8.9,4.15,0.561,6,bad
6.9,14.75,10.09,3.7,0.632,8,good
3.2,11.18,13.46,2.83,0.491,8,good
5.4,16.89,11.3,3.4,0.66,8,good
3.52,16.61,9.59,4.03,0.468,8,good
4.21,17.02,9.16,3.22,0.445,8,good
7.93,10.22,10.33,2.93,0.571,8,good
3.71,7.34,14.58,3.86,0.312,8,good
5.49,16.04,10.4,3.65,0.34,8,good
6.09,9.57,14.92,3.6,0.509,8,good
6.51,4.49,11.4,2.88,0.771,8,good
5.8,17.24,9.25,3.0,0.661,8,good
3.05,17.77,14.24,3.67,0.344,8,good
4.63,9.86,11.22,3.09,0.723,8,good
5.59,2.44,12.97,3.51,0.666,8,good
3.44,8.37,14.89,3.56,0.605,8,good
4.75,16.27,8.35,3.2,0.71,8,good
3.17,18.13,8.68,4.13,0.502,8,good
3.39,4.87,13.04,3.98,0.411,8,good
4.98,2.27,9.97,3.81,0.556,6,bad
3.66,17.67,9.29,2.91,0.574,8,good
5.84,8.4,8.28,2.95,0.569,8,good
6.45,11.29,8.15,3.49,0.583,8,good
7.0,19.39,13.42,3.02,0.774,8,good
4.0,2.26,8.94,4.17,0.751,6,bad
3.84,13.32,11.27,3.02,0.738,8,good
3.52,2.41,12.24,3.48,0.701,8,good
6.18,8.13,11.0,3.31,0.772,7,good
6.53,16.27,8.19,3.7,0.349,8,good
3.16,9.24,13.48,2.98,0.433,8,good
7.68,19.95,8.07,3.4,0.548,8,good
3.26,11.62,13.33,3.18,0.723,8,good
5.71,7.1,14.25,4.04,0.553,8,good
6.55,5.18,11.03,2.86,0.674,7,good
7.35,7.66,11.75,4.08,0.369,7,good
6.57,8.08,11.34,3.97,0.426,8,good
7.01,2.31,10.72,3.22,0.666,5,bad
4.7,8.02,14.21,3.91,0.382,8,good
7.07,9.82,14.26,2.84,0.476,8,good
3.4,14.73,10.35,4.15,0.432,8,good
7.47,13.48,12.31,3.54,0.475,8,good
5.74,14.47,14.49,3.22,0.654,8,good
7.09,1.16,14.73,3.31,0.484,8,good
5.26,5.14,11.56,2.89,0.578,8,good
6.22,13.57,11.17,4.19,0.35,8,good
5.63,10.2,9.95,2.86,0.703,8,good
6.66,1.1,14.71,3.72,0.485,8,good
3.41,16.29,9.0,3.42,0.624,8,good
3.3,15.68,12.06,4.13,0.663,8,good
4.24,11.42,9.98,3.14,0.405,8,good
3.8,2.26,9.95,3.54,0.742,8,good
7.36,15.56,10.83,3.48,0.608,8,good
4.1,12.09,14.99,3.78,0.514,8,good
7.88,15.86,8.38,2.9,0.391,8,good
4.68,15.28,12.05,3.07,0.771,8,good
3.91,16.26,8.58,3.1,0.678,8,good
6.95,10.84,9.08,3.83,0.404,8,good
6.29,3.67,11.08,3.06,0.469,6,bad
5.49,13.75,11.57,3.6,0.705,8,good
5.78,12.79,9.81,3.1,0.648,8,good
6.6,15.1,10.22,4.01,0.683,8,good
4.14,4.23,8.61,4.12,0.521,8,good
7.98,4.7,10.12,3.53,0.658,7,good
7.87,17.92,14.77,3.29,0.493,8,good
6.25,15.25,14.61,3.13,0.406,8,good
4.0,18.26,10.34,2.87,0.616,8,good
6.4,15.42,12.0,3.18,0.788,8,good
3.36,12.35,14.37,3.72,0.455,8,good
3.15,13.43,8.04,3.55,0.53,8,good
4.29,17.89,13.67,4.12,0.637,8,good
5.31,12.0,14.64,3.35,0.571,8,good
7.34,13.02,8.64,3.77,0.722,8,good
6.64,3.97,9.13,3.49,0.681,6,bad
6.71,10.0,14.73,3.52,0.329,8,good
5.13,14.61,11.76,3.17,0.799,8,good
4.73,6.15,8.1,3.44,0.676,8,good
4.86,4.84,9.8,3.46,0.732,7,good
7.94,6.96,11.15,3.79,0.626,8,good
3.2,5.59,12.85,4.12,0.728,8,good
7.34,5.08,13.13,3.26,0.356,8,good
5.89,9.07,14.97,2.86,0.474,8,good
5.19,18.25,10.01,3.49,0.738,8,good
6.63,10.63,11.77,3.56,0.401,8,good
5.43,4.57,11.73,3.04,0.339,8,good
7.37,2.46,10.84,3.86,0.694,7,good
7.5,14.23,9.18,4.18,0.718,8,good
5.11,8.27,14.84,4.12,0.381,8,good
4.38,16.61,13.97,3.08,0.727,8,good
5.96,13.53,11.49,4.03,0.643,8,good
7.56,16.13,12.22,3.79,0.56,8,good
4.05,6.17,9.59,3.44,0.715,8,good
6.11,14.15,11.81,3.56,0.51,8,good
6.16,6.02,12.86,3.99,0.397,8,good
6.67,18.84,11.61,3.47,0.442,8,good
3.66,13.09,14.93,3.32,0.553,8,good
6.58,7.17,12.28,3.49,0.566,8,good
7.55,6.12,10.6,3.61,0.703,6,bad
3.9,4.63,13.41,3.06,0.696,8,good
4.19,14.2,9.19,4.06,0.591,8,good
7.86,5.16,10.69,3.74,0.69,8,good
3.9,12.31,10.43,3.69,0.396,8,good
7.27,6.03,11.02,2.94,0.325,7,good
5.46,13.58,13.47,3.65,0.737,8,good
4.24,16.48,11.39,2.97,0.338,8,good
7.35,15.78,13.56,2.91,0.423,8,good
5.23,15.46,12.04,3.54,0.648,8,good
5.57,4.57,10.39,3.36,0.505,8,good
4.8,2.68,13.67,3.62,0.738,8,good
5.96,14.28,9.67,2.92,0.449,8,good
3.82,8.0,9.57,3.4,0.306,8,good
4.96,9.21,11.53,3.04,0.45,8,good
7.85,1.59,9.83,4.18,0.589,5,bad
4.29,5.93,8.06,3.59,0.488,8,good
6.28,1.64,12.54,3.76,0.567,8,good
4.63,17.7,11.58,3.26,0.738,8,good
6.87,5.62,11.12,2.93,0.756,8,good
3.65,11.59,14.77,4.17,0.433,8,good
7.85,1.74,12.0,3.2,0.531,7,good
5.27,13.67,14.04,3.39,0.575,8,good
4.18,7.14,8.98,3.71,0.775,8,good
3.37,18.06,11.98,2.83,0.799,8,good
3.85,17.87,14.08,3.93,0.418,8,good
5.6,7.18,12.08,3.55,0.663,8,good
4.69,18.12,13.03,3.19,0.489,8,good
7.14,19.93,10.6,2.89,0.304,8,good
5.15,16.68,8.65,3.03,0.305,8,good
4.24,17.05,11.21,4.05,0.53,8,good
6.09,5.73,10.76,3.76,0.544,8,good
6.53,11.96,14.07,3.15,0.311,8,good
3.84,2.28,9.71,2.89,0.643,8,good
3.84,2.8,14.77,3.77,0.447,8,good
3.18,19.98,14.71,3.6,0.58,8,good
6.68,7.21,9.73,3.37,0.45,6,bad
6.32,15.22,10.44,3.31,0.384,8,good
5.37,16.33,14.27,3.1,0.504,8,good
7.22,17.3,14.77,3.74,0.416,8,good
7.03,19.95,11.1,4.16,0.567,8,good
5.93,5.59,10.25,3.05,0.399,8,good
7.34,1.77,11.68,3.64,0.554,8,good
4.03,8.81,12.81,3.39,0.379,8,good
3.56,3.47,9.91,3.43,0.635,7,good
4.35,1.43,13.16,3.16,0.677,8,good
3.29,7.85,8.36,3.96,0.355,8,good
5.66,15.89,8.35,3.48,0.534,8,good
7.68,11.76,10.7,3.56,0.335,8,good
3.2,6.94,10.47,3.23,0.599,8,good
3.61,13.43,10.21,3.05,0.432,8,good
5.26,5.41,11.44,2.92,0.564,8,good
7.67,1.27,10.25,3.8,0.559,5,bad
4.58,15.52,9.35,3.07,0.762,8,good
5.54,12.85,10.17,3.77,0.575,8,good
3.21,15.48,14.82,3.35,0.591,8,good
3.74,1.74,10.88,3.38,0.501,7,good
7.93,16.91,11.11,3.46,0.775,8,good
7.83,12.77,12.04,3.31,0.689,8,good
3.02,11.7,14.88,2.94,0.443,8,good
7.76,12.87,9.69,3.23,0.722,8,good
6.2,17.42,12.77,3.73,0.516,8,good
7.34,12.15,13.01,3.73,0.714,8,good
5.27,12.04,12.25,3.2,0.711,8,good
5.58,19.82,8.62,3.44,0.394,8,good
5.44,15.38,12.74,3.07,0.651,8,good
6.33,9.4,8.45,3.09,0.445,8,good
3.7,14.44,12.17,2.83,0.449,8,good
3.15,8.4,13.18,4.06,0.448,8,good
4.54,5.35,9.48,3.09,0.663,8,good
6.52,12.34,13.89,3.12,0.415,8,good
4.01,18.64,8.21,3.19,0.3,8,good
6.37,18.65,13.91,2.98,0.658,8,good
7.85,7.5,11.22,3.69,0.386,8,good
3.47,11.03,9.52,2.91,0.352,8,good
6.36,5.02,8.94,2.99,0.419,8,good
5.22,19.92,14.67,3.7,0.49,8,good
7.34,19.64,8.51,3.28,0.538,8,good
3.89,13.34,9.39,3.79,0.322,8,good
6.46,16.28,10.43,3.58,0.785,8,good
7.19,14.59,12.34,3.16,0.658,8,good
7.72,12.27,11.81,3.71,0.462,8,good
6.42,2.01,8.88,2.96,0.459,6,bad
5.49,9.64,10.03,3.55,0.524,8,good
6.09,13.82,9.67,3.41,0.613,8,good
7.34,13.87,9.49,3.18,0.373,8,good
5.85,8.09,10.88,3.65,0.394,8,good
3.15,18.89,12.93,4.02,0.73,8,good
7.65,4.18,9.52,4.2,0.428,7,good
6.45,10.51,10.57,3.65,0.49,8,good
6.38,14.13,10.74,3.37,0.736,8,good
4.08,14.25,14.84,3.12,0.632,8,good
6.29,13.32,14.68,3.16,0.471,8,good
4.97,6.23,13.6,3.47,0.642,8,good
6.26,3.97,9.69,3.31,0.31,8,good
3.53,13.08,8.48,4.08,0.668,8,good
6.29,12.39,10.22,3.32,0.544,8,good
8.0,4.41,9.87,3.32,0.707,8,good
3.24,14.4,11.54,3.34,0.777,8,good
7.89,9.65,13.44,3.97,0.763,8,good
5.03,13.69,14.01,3.71,0.755,8,good
7.35,16.91,13.91,3.66,0.556,8,good
6.91,4.22,10.52,3.27,0.48,8,good
5.84,1.36,12.81,3.95,0.533,7,good
6.69,15.8,10.19,2.85,0.645,8,good
7.39,12.58,8.43,4.02,0.742,8,good
5.02,14.29,12.91,3.52,0.403,8,good
4.64,16.92,8.07,3.36,0.759,8,good
6.34,16.25,10.86,3.5,0.708,8,good
7.04,19.26,10.31,3.73,0.789,8,good
6.81,11.18,12.85,2.82,0.74,8,good
6.99,10.28,13.36,4.02,0.44,8,good
5.18,8.64,10.13,3.43,0.353,8,good
7.09,3.92,13.68,3.28,0.356,8,good
3.6,11.88,10.06,2.99,0.446,8,good
5.72,6.26,11.12,3.42,0.607,8,good
3.03,18.5,13.09,3.49,0.702,8,good
4.62,12.08,12.85,3.37,0.75,8,good
4.83,12.26,14.91,3.75,0.612,8,good
4.98,7.74,9.58,3.39,0.303,8,good
6.48,1.99,12.64,4.15,0.393,8,good
4.94,1.6,12.27,3.64,0.35,8,good
5.24,9.04,14.41,3.93,0.482,8,good
4.19,2.61,9.09,2.95,0.551,7,good
4.87,12.53,13.26,3.36,0.322,8,good
4.14,17.74,11.98,3.27,0.474,8,good
3.37,17.78,9.92,3.6,0.39,8,good
6.02,13.52,11.32,4.01,0.624,8,good
6.34,5.01,10.34,2.91,0.532,8,good
6.1,17.4,12.06,2.9,0.548,8,good
5.32,17.84,14.22,3.99,0.514,8,good
4.9,4.74,11.99,3.1,0.778,8,good
7.32,15.01,12.42,3.74,0.407,8,good
5.6,6.44,11.63,3.56,0.558,8,good
5.4,16.25,8.36,3.97,0.668,8,good
3.13,19.95,9.63,2.98,0.578,8,good
4.71,1.57,11.44,2.98,0.765,8,good
4.9,18.05,10.17,3.58,0.489,8,good
4.99,12.83,9.27,4.12,0.532,8,good
5.9,19.49,11.53,3.38,0.344,8,good
5.67,9.84,10.26,3.26,0.604,8,good
6.04,17.1,9.81,3.65,0.444,8,good
6.82,2.19,11.25,4.1,0.38,8,good
7.06,7.37,8.93,3.97,0.572,8,good
6.59,2.27,14.49,4.19,0.566,8,good
7.78,19.53,14.07,2.83,0.338,8,good
3.09,16.52,12.95,2.96,0.649,8,good
3.98,17.2,8.74,3.65,0.612,8,good
3.04,18.82,13.43,3.95,0.395,8,good
6.24,2.62,13.66,3.2,0.535,8,good
7.49,8.33,13.37,3.13,0.66,8,good
4.22,2.35,8.8,3.9,0.565,7,good
7.64,5.01,12.51,2.88,0.498,8,good
3.3,5.36,13.84,3.32,0.461,8,good
7.67,9.91,12.04,3.51,0.605,8,good
4.76,6.1,12.52,3.58,0.77,8,good
3.51,2.92,11.21,3.82,0.636,8,good
5.43,4.18,11.7,3.3,0.337,8,good
4.28,3.8,8.24,3.66,0.53,7,good
4.42,19.49,12.47,3.62,0.745,8,good
4.54,15.43,8.57,3.57,0.347,8,good
7.02,19.39,11.05,3.7,0.794,8,good
5.7,9.36,10.05,3.16,0.775,8,good
4.56,6.29,11.82,2.92,0.339,8,good
6.05,16.17,8.93,2.97,0.767,8,good
6.58,7.2,12.84,3.11,0.482,8,good
4.36,6.69,13.57,3.5,0.722,8,good
5.07,5.42,9.14,3.98,0.509,8,good
3.61,3.46,8.73,3.78,0.52,6,bad
3.91,5.87,9.02,3.9,0.617,8,good
6.41,7.75,14.14,3.29,0.687,8,good
3.91,13.81,11.7,3.37,0.317,8,good
5.63,2.19,11.27,3.35,0.597,8,good
6.55,5.0,8.75,3.07,0.393,5,bad
3.53,16.37,12.55,2.89,0.473,8,good
5.84,3.79,14.08,3.63,0.474,8,good
4.28,7.51,13.8,4.18,0.535,8,good
7.81,17.43,12.38,3.03,0.467,8,good
5.42,3.94,8.53,2.87,0.354,5,bad
7.03,2.57,8.79,3.89,0.373,5,bad
5.75,10.21,8.35,3.15,0.317,8,good
3.22,6.75,9.8,3.96,0.535,8,good
6.17,11.7,8.95,3.79,0.777,8,good
7.76,16.27,9.82,4.12,0.358,8,good
6.01,3.61,10.7,3.37,0.773,8,good
7.1,12.03,14.6,3.73,0.667,8,good
7.42,10.6,12.27,3.45,0.619,8,good
4.14,3.74,13.84,3.68,0.623,8,good
4.06,12.86,12.97,3.43,0.713,8,good
6.05,6.2,8.79,3.06,0.353,8,good
5.06,10.27,13.15,3.51,0.552,8,good
7.2,2.56,9.93,3.54,0.649,8,good
7.5,9.73,12.47,3.93,0.593,8,good
4.77,6.82,10.39,3.83,0.716,8,good
4.18,16.63,14.98,3.73,0.336,8,good
6.9,2.08,9.84,2.96,0.645,6,bad
4.37,8.95,9.95,3.81,0.567,8,good
7.11,9.71,14.51,3.5,0.49,8,good
5.12,14.78,8.17,4.05,0.47,8,good
6.34,11.91,12.88,4.09,0.61,8,good
3.48,13.68,13.08,2.88,0.745,8,good
6.12,15.76,13.85,3.95,0.548,8,good
5.26,17.38,14.82,2.85,0.712,8,good
5.93,6.96,14.83,3.31,0.501,8,good
3.84,11.22,8.46,3.56,0.351,8,good
6.68,16.96,13.75,3.01,0.331,8,good
7.31,19.8,12.52,3.84,0.326,8,good
4.08,17.9,12.53,2.81,0.49,8,good
3.48,8.06,8.9,3.04,0.469,8,good
3.12,4.71,12.55,3.61,0.659,8,good
6.21,10.3,14.88,3.8,0.671,8,good
6.04,15.09,14.38,4.08,0.325,8,good
5.73,10.36,11.07,3.79,0.411,8,good
4.16,10.18,8.28,3.74,0.437,8,good
4.95,16.93,10.54,3.35,0.574,8,good
5.97,7.87,13.78,2.8,0.372,8,good
5.48,17.34,12.91,2.97,0.367,8,good
7.94,8.73,11.22,3.55,0.772,7,good
3.68,7.24,8.39,3.75,0.702,8,good
6.48,9.63,10.99,3.38,0.39,8,good
5.02,15.49,11.28,3.82,0.503,8,good
5.14,3.39,14.5,3.53,0.478,8,good
6.59,4.73,12.49,2.9,0.696,8,good
6.46,19.08,10.18,3.07,0.555,8,good
7.96,4.33,11.68,3.98,0.364,8,good
3.64,11.79,8.46,3.81,0.669,8,good
3.52,12.01,14.81,4.05,0.498,8,good
6.62,10.3,10.52,2.96,0.431,8,good
5.89,13.25,11.35,4.19,0.488,8,good
4.37,5.37,10.49,3.09,0.549,8,good
3.4,11.5,12.78,2.82,0.472,8,good
3.43,8.07,12.64,4.2,0.421,8,good
7.47,13.57,13.01,3.19,0.499,8,good
3.96,3.68,9.88,3.74,0.31,8,good
4.62,11.85,10.21,3.05,0.686,8,good
4.13,4.52,8.88,3.61,0.385,8,good
4.77,6.29,12.59,4.07,0.322,8,good
3.35,5.16,8.28,3.25,0.627,8,good
5.6,4.47,12.18,3.74,0.687,8,good
3.34,16.69,14.09,3.06,0.707,8,good
7.0,6.43,14.24,3.67,0.547,8,good
4.17,18.62,11.14,3.27,0.403,8,good
5.7,19.43,11.22,3.1,0.669,8,good
7.4,11.85,8.54,3.24,0.65,6,bad
6.25,3.72,12.7,3.05,0.423,8,good
5.66,8.12,13.75,4.06,0.752,8,good
4.62,16.16,9.71,3.36,0.352,8,good
4.67,7.98,10.95,3.14,0.791,8,good
6.35,2.65,13.87,3.43,0.73,8,good
7.97,11.58,14.14,3.25,0.644,8,good
6.31,17.06,9.7,3.84,0.769,8,good
5.79,16.12,11.85,4.16,0.661,8,good
6.65,4.33,9.35,3.41,0.395,7,good
5.33,13.78,8.71,4.01,0.521,8,good
3.3,5.19,14.38,3.59,0.336,8,good
5.81,5.15,13.74,3.02,0.495,8,good
7.79,17.61,13.32,3.77,0.671,8,good
3.88,5.74,8.34,3.52,0.493,7,good
6.45,6.0,13.91,3.71,0.465,8,good
4.0,1.01,11.07,4.05,0.598,7,good
5.68,17.54,10.4,3.42,0.736,8,good
3.48,16.06,11.83,4.06,0.324,8,good
5.25,12.92,8.64,3.85,0.493,8,good
6.78,15.26,13.3,3.48,0.379,8,good
4.74,3.89,12.08,3.64,0.648,8,good
6.32,9.71,9.31,3.26,0.353,7,good
6.98,7.67,9.32,4.18,0.632,7,good
7.64,2.78,9.29,3.73,0.443,7,good
4.17,10.24,8.4,2.86,0.399,8,good
5.0,18.49,12.11,3.26,0.768,8,good
3.76,1.76,13.88,3.67,0.309,8,good
7.96,6.54,8.12,2.88,0.519,5,bad
7.64,4.94,8.34,2.83,0.311,6,bad
5.7,5.52,12.01,3.43,0.542,8,good
7.21,18.26,13.74,3.27,0.551,8,good
5.6,9.89,10.29,3.41,0.461,8,good
6.12,9.86,10.45,3.17,0.366,8,good
3.45,15.45,12.17,3.03,0.488,8,good
6.78,3.94,9.92,3.76,0.636,7,good
3.64,10.26,8.19,3.52,0.691,8,good
7.13,9.17,13.15,3.08,0.565,8,good
6.91,12.34,12.38,3.25,0.595,8,good
6.54,19.99,12.07,3.63,0.4,8,good
3.18,15.62,13.19,2.9,0.444,8,good
4.52,8.56,12.73,3.01,0.381,8,good
4.32,16.72,9.44,2.9,0.425,8,good
4.8,4.24,10.47,3.94,0.412,8,good
3.44,1.58,8.88,3.85,0.56,7,good
7.68,4.88,8.91,3.85,0.581,8,good
5.77,7.47,12.73,3.8,0.772,8,good
4.53,10.7,14.01,3.74,0.398,8,good
4.98,12.69,14.74,3.47,0.621,8,good
5.24,18.3,12.4,3.7,0.709,8,good
6.0,10.69,9.29,2.85,0.58,8,good
5.58,10.52,8.74,3.67,0.428,8,good
7.6,1.95,13.69,3.89,0.431,8,good
5.48,1.66,12.05,3.5,0.32,8,good
7.96,11.47,12.33,3.3,0.453,8,good
7.26,9.33,13.47,3.19,0.672,8,good
4.04,16.94,12.92,3.7,0.324,8,good
7.65,4.05,13.84,3.77,0.41,8,good
3.58,1.47,8.39,4.02,0.653,8,good
7.09,9.53,13.23,3.28,0.691,8,good
4.9,5.51,13.96,3.88,0.528,8,good
7.39,1.94,10.0,3.59,0.649,6,bad
7.34,14.77,12.48,4.04,0.494,8,good
7.03,3.12,10.2,3.54,0.38,4,bad
6.95,12.56,14.71,3.52,0.499,8,good
4.52,6.34,8.23,3.61,0.59,7,good
3.4,4.3,12.06,3.85,0.774,8,good
5.01,8.22,9.17,4.15,0.334,8,good
3.87,16.23,12.99,2.9,0.554,8,good
6.47,8.45,9.23,2.87,0.464,8,good
4.73,15.26,9.65,4.11,0.554,8,good
7.88,3.38,11.46,3.54,0.312,6,bad
6.2,15.68,14.4,3.66,0.457,8,good
7.11,5.5,9.48,3.48,0.71,8,good
3.66,13.87,9.01,2.93,0.577,8,good
7.31,11.75,13.31,3.88,0.525,8,good
7.61,18.65,11.5,3.85,0.443,8,good
5.44,8.36,14.38,3.24,0.449,8,good
6.03,2.26,9.03,3.23,0.492,4,bad
6.82,1.36,12.52,3.97,0.718,8,good
3.87,16.71,9.63,2.9,0.784,8,good
5.51,10.97,9.1,4.03,0.519,8,good
4.99,15.73,12.78,3.16,0.497,8,good
3.73,5.45,12.16,3.63,0.723,8,good
4.84,7.56,13.28,4.11,0.513,8,good
3.34,1.57,10.17,3.75,0.576,8,good
3.13,19.27,11.14,3.38,0.415,8,good
3.68,13.69,10.84,3.77,0.672,8,good
7.82,18.73,14.89,3.28,0.566,8,good
5.75,6.04,10.05,3.19,0.705,8,good
7.83,12.62,10.06,4.2,0.69,7,good
5.16,13.89,10.48,3.85,0.408,8,good
4.56,7.03,11.95,3.7,0.658,8,good
5.53,17.11,9.77,3.3,0.7,8,good
5.2,19.0,14.41,2.87,0.473,8,good
3.53,17.81,9.86,2.84,0.386,8,good
6.2,15.04,14.27,3.58,0.301,8,good
4.08,6.27,8.72,3.87,0.525,8,good
6.1,6.35,12.6,3.55,0.476,8,good
6.25,19.3,14.35,3.98,0.577,8,good
3.76,1.2,9.18,2.85,0.394,7,good
3.31,14.6,14.78,3.31,0.73,8,good
6.9,14.42,11.17,3.13,0.429,8,good
5.3,12.83,14.62,3.43,0.413,8,good
3.29,19.81,12.74,2.9,0.54,8,good
7.97,6.93,10.11,4.14,0.549,8,good
3.29,7.46,9.32,3.11,0.408,8,good
6.48,2.5,10.13,4.09,0.436,6,bad
7.92,9.41,8.65,3.4,0.385,8,good
4.2,5.96,9.01,4.18,0.659,8,good
3.71,7.52,8.73,3.58,0.685,8,good
3.61,16.86,10.96,4.1,0.531,8,good
4.52,18.77,13.57,2.81,0.657,8,good
3.51,4.53,8.99,3.85,0.668,8,good
6.46,8.08,8.91,4.06,0.369,7,good
3.31,18.64,12.5,3.0,0.783,8,good
5.55,2.17,9.38,2.93,0.711,7,good
7.98,2.75,8.68,3.39,0.402,8,good
7.07,4.09,9.17,4.11,0.393,6,bad
6.08,12.31,14.47,3.56,0.363,8,good
4.53,3.86,13.75,3.54,0.369,8,good
6.12,19.39,10.48,3.0,0.674,8,good
5.64,9.49,12.59,2.8,0.535,8,good
5.13,10.53,11.76,3.93,0.691,8,good
3.65,5.69,12.74,2.92,0.673,8,good
7.43,9.95,12.78,3.69,0.602,8,good
5.25,13.58,12.4,4.08,0.643,8,good
3.97,15.27,9.86,3.09,0.309,8,good
4.84,15.32,8.27,3.73,0.456,8,good
5.07,11.98,11.19,2.91,0.619,8,good
