Age,Department,DistanceFromHome,Education,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,Attrition
27,Research & Development,6.9,4,3,45300,4,No,12.7,4,0.8,0.0,No
36,Human Resources,10.8,3,2,32900,5,No,20.4,3,5.1,1.4,No
39,Research & Development,1.4,3,4,36500,4,No,20.8,1,5.4,1.5,No
24,Sales,2.8,3,4,26500,0,Yes,8.6,3,11.3,5.5,Yes
33,Research & Development,7.5,2,2,39900,6,Yes,13.9,2,11.5,1.2,No
27,Research & Development,0.6,2,4,66400,3,No,13.8,4,7.3,4.6,No
22,Research & Development,13.3,3,1,27100,5,Yes,24.9,1,0.9,0.0,Yes
54,Research & Development,8.5,2,3,53300,2,No,16.2,4,1.7,1.3,No
37,Research & Development,17.5,3,3,63200,5,No,18.7,3,0.8,0.0,No
27,Sales,7.8,1,3,30000,2,Yes,8.2,3,0.4,0.0,Yes
57,Sales,36.9,3,4,28700,1,No,24.7,1,10.6,3.2,No
59,Research & Development,11.5,1,3,92100,4,No,19.8,3,3.0,0.8,No
35,Research & Development,6.4,4,4,48800,3,Yes,13.0,3,4.8,0.6,No
23,Sales,4.3,1,3,20000,4,No,11.2,3,1.9,8.6,No
38,Research & Development,15.8,2,3,50700,2,Yes,15.0,4,2.6,4.7,No
25,Research & Development,3.6,3,4,61500,2,No,22.4,4,14.8,1.3,No
55,Sales,2.3,3,3,38500,1,Yes,17.0,3,2.7,0.6,No
57,Research & Development,1.6,4,1,67500,1,Yes,23.8,3,15.4,0.3,No
42,Research & Development,11.2,2,1,33900,1,Yes,11.6,4,1.0,0.8,Yes
45,Research & Development,5.1,4,4,71100,4,No,19.5,4,0.5,0.0,No
33,Sales,3.4,3,2,23500,4,No,24.5,4,5.2,1.1,No
28,Research & Development,15.0,2,4,42700,2,Yes,9.6,3,0.2,0.0,No
51,Sales,15.6,2,4,29200,5,No,20.0,4,1.5,0.2,No
42,Sales,8.6,1,4,27200,2,No,12.8,4,26.9,1.9,No
44,Research & Development,1.4,1,1,47100,1,No,20.2,1,6.3,8.9,No
59,Sales,10.7,4,1,59400,2,No,13.1,4,1.2,4.4,No
44,Research & Development,5.7,3,4,41800,1,Yes,24.7,3,0.1,0.0,No
23,Human Resources,45.4,3,4,20900,3,No,8.1,3,1.2,0.2,No
37,Research & Development,33.2,3,3,45200,2,No,24.9,1,2.7,0.8,No
44,Research & Development,23.5,2,2,37900,1,Yes,23.7,2,0.2,0.0,No
27,Research & Development,6.7,4,4,47900,1,Yes,10.7,3,1.9,2.4,No
36,Human Resources,4.7,3,3,26300,4,No,24.1,2,3.9,1.5,No
58,Human Resources,6.1,3,1,20800,3,No,15.4,1,0.5,0.0,Yes
39,Sales,6.3,4,3,31100,1,No,20.7,3,5.5,2.0,No
56,Research & Development,2.7,3,2,42200,2,No,14.0,3,6.1,6.4,No
26,Research & Development,0.2,3,2,34200,1,No,23.2,3,0.9,0.0,Yes
31,Sales,10.7,2,2,43400,2,No,22.1,3,4.8,0.7,No
23,Research & Development,1.8,4,4,39800,0,No,8.4,1,8.0,0.9,No
30,Research & Development,9.2,2,3,33600,1,No,23.3,3,7.7,2.9,No
39,Sales,9.7,3,4,51400,7,No,11.1,3,4.8,2.0,No
34,Research & Development,22.5,2,3,37300,3,No,9.9,4,5.1,3.0,No
23,Research & Development,0.9,4,2,37100,3,No,19.3,2,15.7,0.1,Yes
35,Research & Development,4.9,3,3,25900,4,Yes,11.7,3,1.3,6.6,No
58,Sales,4.7,3,3,26000,1,No,14.8,1,6.3,4.3,No
55,Research & Development,1.7,3,2,36800,4,No,9.6,2,6.3,4.5,No
32,Human Resources,7.1,1,4,29700,1,No,22.8,1,12.3,7.8,No
41,Sales,4.4,2,1,53700,3,Yes,14.5,3,7.8,6.0,No
51,Research & Development,0.9,4,3,41600,1,No,13.6,1,3.9,2.6,No
55,Sales,6.5,3,1,34000,1,No,16.6,4,6.1,1.3,No
57,Sales,28.1,2,3,57800,2,No,15.7,3,5.1,2.8,No
58,Sales,28.1,1,4,26800,2,No,20.9,2,3.4,0.4,No
32,Research & Development,26.2,3,3,71400,1,No,19.5,3,22.2,1.7,No
50,Human Resources,8.2,2,4,33800,0,Yes,17.5,3,5.1,3.0,No
42,Research & Development,35.3,3,3,46000,3,No,8.5,3,10.0,0.9,No
51,Human Resources,6.3,2,3,38300,4,No,21.5,2,1.3,2.1,No
38,Research & Development,16.8,4,3,70100,1,Yes,17.3,3,0.7,0.0,No
45,Sales,24.2,1,3,24000,2,Yes,9.6,3,8.5,0.8,No
26,Sales,18.1,2,2,47900,3,No,15.4,1,12.4,1.6,No
29,Human Resources,1.1,2,1,44000,2,No,9.1,3,13.6,2.2,No
26,Research & Development,6.9,3,3,64900,3,No,19.1,4,1.1,6.5,No
43,Sales,32.5,4,4,20200,3,No,18.3,3,4.2,4.3,No
55,Sales,5.9,1,4,61600,3,No,11.0,4,2.7,0.5,No
34,Research & Development,3.4,1,3,59600,8,No,22.0,3,10.7,0.1,No
29,Sales,11.9,3,1,49500,3,No,13.5,4,4.7,4.7,No
56,Human Resources,2.2,3,4,26000,2,No,17.7,3,18.0,5.1,No
23,Sales,0.6,3,4,68300,3,No,17.2,3,6.5,1.9,No
32,Sales,39.5,1,3,35600,3,Yes,16.6,3,2.4,0.8,No
50,Sales,18.8,3,1,45300,5,Yes,13.3,4,6.8,3.8,No
41,Research & Development,3.0,3,4,87600,2,No,23.9,4,11.7,1.1,No
48,Research & Development,13.7,1,4,82800,1,No,19.1,3,1.6,0.4,No
46,Sales,8.5,3,3,35400,0,Yes,11.3,4,6.3,0.3,Yes
47,Research & Development,4.2,2,3,43200,5,No,12.7,4,0.2,0.0,No
58,Sales,17.3,1,1,27700,7,No,18.9,3,0.2,0.0,No
26,Research & Development,6.8,2,3,32600,3,No,13.0,4,0.8,0.0,No
47,Research & Development,1.0,3,4,56400,2,No,15.8,3,1.1,5.6,No
31,Sales,2.1,4,3,59800,3,No,18.3,3,0.2,0.0,No
45,Sales,5.6,2,3,20000,5,No,13.9,4,6.3,1.9,No
53,Sales,9.0,2,3,32800,3,No,22.9,3,4.1,2.9,No
47,Human Resources,0.4,4,1,34100,2,Yes,22.3,4,23.3,2.4,No
28,Human Resources,14.8,4,4,31200,1,Yes,8.3,4,0.2,0.0,Yes
32,Sales,32.1,2,3,20000,1,Yes,9.6,4,11.7,1.6,No
50,Sales,8.3,2,1,62600,3,No,15.8,3,3.4,4.7,No
35,Sales,3.9,2,1,33500,5,No,20.9,2,8.5,3.0,No
31,Research & Development,30.2,4,2,37300,4,No,24.6,3,2.4,0.5,No
53,Sales,4.2,3,4,64800,1,No,8.4,3,3.1,0.9,No
37,Research & Development,7.3,4,3,57200,3,No,17.0,4,2.6,3.9,No
39,Research & Development,8.0,3,2,35100,2,No,17.1,2,1.0,1.7,No
35,Research & Development,45.0,2,4,43600,2,No,20.0,2,3.7,1.0,Yes
25,Sales,4.4,3,4,53200,4,No,11.7,3,1.4,0.2,No
39,Research & Development,22.4,2,3,52000,1,Yes,13.8,2,21.8,0.4,Yes
53,Human Resources,22.4,2,3,31500,3,No,17.4,3,26.1,0.9,No
52,Research & Development,75.6,4,4,45100,2,Yes,16.5,3,0.5,0.0,Yes
29,Sales,0.3,2,1,20000,1,Yes,17.0,4,2.1,2.9,No
48,Research & Development,9.6,3,3,20000,2,No,10.0,3,2.2,2.1,No
39,Human Resources,22.3,1,1,29400,4,No,22.9,2,2.5,3.0,No
28,Research & Development,25.2,4,4,45000,4,No,18.4,3,2.8,1.0,No
43,Research & Development,21.8,3,2,56200,1,Yes,24.9,4,3.6,0.0,Yes
27,Sales,1.6,3,4,52900,1,Yes,9.0,3,6.3,0.3,No
48,Sales,11.0,3,1,21500,5,No,13.0,2,20.1,5.0,No
30,Sales,17.9,2,4,20000,2,Yes,18.6,2,0.5,0.0,Yes
43,Research & Development,0.6,3,3,47600,1,No,18.2,3,1.9,5.1,No
40,Research & Development,4.8,3,4,27200,2,No,21.3,3,10.3,2.5,No
48,Research & Development,33.5,2,3,40600,1,No,24.5,3,4.5,2.9,No
46,Sales,11.4,2,1,34000,2,No,12.3,4,17.0,1.8,No
52,Human Resources,6.8,2,3,35300,2,No,23.2,4,5.7,3.1,No
32,Sales,8.3,1,4,81000,2,No,18.7,1,1.6,1.6,No
54,Sales,25.2,3,2,35800,3,No,11.6,3,3.8,2.1,No
55,Sales,1.8,1,4,20000,3,No,11.1,4,4.8,3.2,No
55,Research & Development,1.2,3,4,62800,4,Yes,8.6,3,2.8,0.4,No
39,Sales,7.1,1,1,32800,2,Yes,24.5,3,1.3,0.4,Yes
39,Research & Development,1.6,2,2,62800,4,No,18.9,3,5.9,1.0,Yes
25,Sales,10.6,4,1,20000,4,No,15.1,4,5.1,13.1,No
49,Research & Development,8.9,3,3,52400,4,No,9.5,3,1.7,1.4,Yes
46,Research & Development,4.0,2,4,43700,6,No,11.1,3,5.1,3.5,No
29,Sales,4.2,3,1,26900,2,No,24.0,3,8.4,3.7,No
46,Research & Development,12.8,1,3,34200,1,Yes,20.9,4,15.8,3.3,No
40,Research & Development,2.6,2,3,43900,3,No,20.4,3,4.6,3.5,No
45,Research & Development,1.3,2,4,54400,5,No,16.8,3,13.0,0.4,No
49,Sales,14.1,4,4,77800,4,No,23.9,3,0.6,0.0,No
33,Research & Development,4.6,4,3,39400,3,No,23.5,3,17.7,21.2,No
41,Research & Development,2.3,4,2,35900,5,No,12.7,3,0.7,0.0,No
26,Sales,53.3,4,4,34900,6,Yes,10.3,3,0.2,0.0,No
38,Sales,1.9,2,1,27600,2,No,19.6,4,26.9,0.4,Yes
55,Sales,6.5,3,4,88800,1,No,10.7,3,2.9,0.8,No
54,Human Resources,6.6,2,4,27500,1,Yes,12.4,3,1.2,4.7,No
58,Research & Development,11.8,2,4,42800,4,No,17.8,3,5.2,3.6,No
59,Research & Development,7.4,1,4,50700,0,No,20.5,3,1.5,0.5,No
33,Research & Development,4.9,4,4,48800,2,No,9.4,3,2.2,0.9,No
22,Sales,15.0,4,2,48600,1,Yes,10.1,3,5.2,0.8,Yes
44,Research & Development,22.7,2,4,67600,4,No,23.8,1,8.4,6.3,No
23,Research & Development,17.6,1,3,20000,2,Yes,13.0,3,6.6,0.8,No
54,Sales,2.1,2,2,82600,1,No,19.8,3,19.6,0.9,No
56,Research & Development,7.3,3,2,32600,2,Yes,16.0,3,6.4,3.1,No
38,Research & Development,33.6,3,3,35900,4,No,14.2,3,2.0,2.0,No
50,Research & Development,33.1,2,4,45800,2,No,10.9,1,1.3,0.6,No
53,Research & Development,19.3,2,3,47000,1,No,18.4,2,21.9,2.7,No
33,Research & Development,14.1,2,4,28800,1,No,13.8,3,1.0,1.0,No
29,Human Resources,4.6,3,3,38600,1,No,13.3,2,1.5,1.4,No
33,Sales,18.6,4,2,20000,4,No,13.8,3,1.3,0.2,No
22,Sales,6.5,4,3,24000,2,No,17.6,3,13.1,3.1,No
54,Sales,7.6,4,4,68000,1,No,17.3,2,9.3,0.2,No
31,Research & Development,2.4,2,2,56000,2,Yes,16.3,3,8.2,4.7,Yes
59,Research & Development,7.8,3,3,27200,5,No,12.4,3,1.3,6.6,No
47,Human Resources,21.3,4,3,31100,2,No,9.1,1,2.4,9.9,Yes
25,Research & Development,17.6,4,4,69300,2,Yes,22.4,2,1.1,0.5,No
27,Human Resources,15.6,1,2,33200,0,No,24.8,2,6.2,0.7,No
49,Sales,11.1,1,2,35200,2,No,19.3,3,10.7,5.8,Yes
31,Research & Development,4.0,2,3,52700,0,No,11.3,3,6.5,2.2,No
36,Research & Development,32.7,1,4,50900,4,No,14.8,3,12.2,11.0,Yes
38,Research & Development,29.2,3,4,50400,1,No,19.6,3,2.4,0.2,No
39,Sales,7.4,1,3,55600,5,No,14.6,3,0.6,0.0,No
27,Human Resources,4.7,3,2,29100,1,No,24.6,3,9.6,0.4,No
40,Human Resources,14.3,2,4,27300,0,No,18.2,3,2.1,3.3,No
58,Sales,1.2,2,2,20000,3,No,19.4,4,0.4,0.0,Yes
32,Research & Development,25.6,4,4,71300,2,No,18.2,4,5.3,2.7,No
50,Sales,6.0,4,3,31700,5,Yes,8.8,3,4.9,6.8,Yes
40,Sales,7.4,3,2,20500,1,Yes,9.2,4,4.9,0.8,No
48,Research & Development,22.2,3,3,25100,2,No,12.7,3,4.2,1.9,No
31,Human Resources,11.9,1,4,38900,4,Yes,23.5,2,4.8,0.5,No
25,Sales,10.1,2,1,20000,4,No,13.1,1,2.2,0.9,No
27,Sales,15.4,4,3,77700,4,Yes,14.0,4,3.4,4.1,No
24,Sales,18.6,3,4,55600,4,No,21.2,4,2.6,4.2,No
24,Research & Development,9.7,3,3,74600,2,No,24.4,3,1.0,6.5,No
31,Sales,1.8,1,3,26300,5,No,19.9,3,18.0,4.0,No
36,Research & Development,7.9,3,2,31800,1,No,24.9,3,12.2,0.2,No
37,Sales,17.2,4,3,22800,4,No,14.3,3,11.2,0.4,No
43,Research & Development,5.1,1,3,25000,1,No,8.9,4,2.6,1.3,No
46,Research & Development,20.9,3,1,35400,1,Yes,10.2,4,2.8,1.2,No
23,Sales,7.0,4,3,40600,3,No,24.6,3,0.5,0.0,Yes
28,Human Resources,1.1,2,1,38900,2,Yes,11.9,4,5.0,0.5,No
58,Human Resources,6.8,2,4,35500,2,No,22.7,3,6.8,0.9,Yes
34,Research & Development,5.7,3,1,55300,1,Yes,19.3,3,7.3,6.8,No
29,Research & Development,2.3,3,3,44700,1,No,23.0,4,0.5,0.0,No
58,Research & Development,14.6,3,2,26300,3,No,12.7,4,11.7,3.4,Yes
51,Research & Development,1.1,2,3,40500,4,No,17.2,2,0.4,0.0,Yes
50,Human Resources,0.8,4,1,27400,1,Yes,19.9,3,0.6,0.0,Yes
57,Sales,57.3,3,2,38000,4,Yes,11.6,3,8.0,1.2,Yes
26,Research & Development,4.5,2,3,60100,7,Yes,21.3,3,5.2,0.2,No
27,Sales,21.1,2,4,34900,1,No,23.6,3,12.5,0.5,No
36,Research & Development,26.2,1,1,46000,0,Yes,10.4,2,0.9,0.0,No
52,Research & Development,2.8,2,4,88400,1,No,24.9,4,15.4,0.2,No
30,Research & Development,17.5,2,3,45400,4,No,16.7,3,3.5,1.0,No
25,Sales,25.5,2,1,20000,0,No,16.8,2,3.2,3.9,Yes
34,Human Resources,1.3,4,2,33400,2,Yes,24.3,3,9.4,0.4,No
37,Sales,12.4,2,2,26800,1,No,19.0,3,0.5,0.0,No
34,Human Resources,20.8,1,3,48600,0,No,9.6,4,2.2,1.5,No
59,Research & Development,4.0,3,2,47800,2,Yes,21.8,3,5.9,0.9,Yes
37,Sales,0.6,1,2,50300,3,No,10.4,3,20.8,0.1,No
28,Research & Development,17.4,4,4,81300,3,No,10.0,3,2.2,9.2,No
47,Human Resources,36.6,4,3,20000,1,No,25.0,3,1.2,9.7,No
49,Research & Development,6.9,2,4,58100,2,Yes,19.4,3,3.1,0.1,No
42,Research & Development,0.8,4,3,52000,3,Yes,15.9,3,16.4,2.7,No
53,Sales,3.4,3,3,28200,3,No,16.7,2,3.6,5.7,No
37,Research & Development,7.2,4,4,46800,5,Yes,21.2,3,3.1,0.5,No
47,Research & Development,15.7,2,3,58500,2,Yes,22.1,4,3.8,2.5,No
45,Sales,42.3,3,1,44900,3,Yes,8.8,3,1.6,2.9,No
45,Research & Development,3.5,2,4,43600,2,No,13.0,3,3.9,2.3,No
28,Research & Development,1.3,3,4,21400,0,Yes,14.7,4,18.1,1.0,No
56,Research & Development,30.6,2,2,40100,3,Yes,10.8,3,5.8,2.3,No
47,Research & Development,5.3,3,2,23900,4,No,22.2,3,8.0,3.6,Yes
33,Research & Development,39.9,1,1,43800,5,No,8.8,3,9.7,0.7,No
56,Research & Development,10.5,1,2,46600,2,No,16.0,3,8.6,1.7,Yes
23,Research & Development,17.7,4,1,37500,4,Yes,12.6,3,6.4,0.0,No
57,Research & Development,12.9,1,1,51400,3,No,11.1,3,8.8,0.6,No
44,Sales,27.8,1,3,41400,3,Yes,24.6,2,0.2,0.0,No
35,Human Resources,1.2,3,4,30500,1,Yes,18.3,3,2.5,3.6,Yes
26,Sales,5.8,3,4,45700,3,No,9.9,3,4.2,2.6,No
22,Human Resources,7.1,1,3,30400,2,Yes,9.2,4,27.0,2.4,No
43,Research & Development,2.3,1,4,47000,1,No,9.2,4,4.0,1.7,No
47,Sales,17.4,2,4,29800,2,No,24.8,3,1.4,1.8,No
58,Sales,10.8,3,3,23400,2,No,9.7,4,0.3,0.0,No
44,Research & Development,0.5,4,2,66900,4,Yes,11.6,4,4.3,7.8,No
26,Research & Development,4.1,4,1,42300,2,No,17.6,4,1.7,10.0,No
43,Research & Development,11.0,4,3,38900,2,No,21.8,2,5.7,4.4,No
56,Sales,14.4,3,1,60800,4,No,13.1,4,15.0,0.0,No
43,Human Resources,8.1,1,4,26100,2,No,16.7,3,3.1,1.8,No
40,Research & Development,2.5,4,4,41100,3,No,14.7,3,0.7,0.0,No
29,Research & Development,1.1,3,3,45900,1,No,17.1,3,2.3,2.2,No
54,Sales,0.2,3,4,30900,2,No,20.1,2,1.4,1.2,No
27,Sales,1.4,2,1,40300,3,No,12.4,2,0.6,0.0,No
51,Human Resources,6.9,4,4,23900,2,No,9.8,2,0.2,0.0,No
25,Human Resources,0.2,3,3,33700,1,No,20.1,4,3.1,2.7,No
50,Sales,4.7,2,2,20000,4,Yes,8.5,4,13.1,2.2,No
31,Sales,0.3,1,4,31200,1,No,23.5,4,0.6,0.0,No
27,Research & Development,5.5,4,4,62900,3,No,13.3,3,2.2,8.1,No
36,Research & Development,20.3,3,1,42200,1,No,8.6,3,22.4,2.1,No
50,Human Resources,3.7,1,3,40400,6,No,10.1,3,12.9,1.0,No
52,Sales,10.4,3,2,23300,2,Yes,17.7,3,2.4,2.2,Yes
27,Sales,7.3,4,2,39200,4,No,8.2,3,6.4,11.9,No
38,Research & Development,9.2,3,4,81500,2,No,10.4,3,3.1,3.3,No
37,Sales,4.2,3,3,46000,4,Yes,13.5,3,11.2,2.3,No
50,Research & Development,14.7,3,3,24600,2,Yes,13.1,3,3.0,1.7,No
52,Research & Development,2.3,2,3,78700,5,No,23.7,4,1.5,4.6,No
22,Sales,0.7,2,2,24400,5,No,21.0,3,2.2,1.1,Yes
47,Sales,6.5,1,4,40800,1,Yes,14.2,4,0.6,0.0,Yes
39,Research & Development,5.9,3,3,34500,3,Yes,16.5,4,9.0,0.3,No
22,Sales,9.3,4,4,35400,3,No,23.8,3,4.0,0.4,No
28,Sales,2.9,1,2,53400,1,Yes,13.1,3,5.6,2.1,No
46,Research & Development,3.9,1,2,52200,2,No,8.1,3,1.5,4.5,Yes
42,Sales,7.5,2,3,21200,1,No,19.9,3,3.3,2.2,No
50,Research & Development,0.1,1,4,71600,3,No,8.5,3,11.2,1.1,No
27,Research & Development,19.9,3,2,32000,1,No,21.5,3,7.5,0.5,No
25,Research & Development,5.1,3,4,63300,2,Yes,15.4,2,3.3,0.2,No
43,Sales,3.4,3,3,25400,1,No,17.0,3,6.5,5.7,No
53,Research & Development,19.7,2,2,58300,1,No,17.6,3,1.5,2.9,No
51,Sales,4.4,1,4,35500,6,No,22.9,3,1.6,1.0,No
25,Research & Development,5.2,2,3,47500,1,No,20.4,3,23.1,1.8,No
46,Sales,2.1,4,3,26700,0,No,14.4,3,2.4,6.1,No
56,Research & Development,5.4,4,4,38600,1,Yes,17.6,4,10.8,1.4,No
53,Research & Development,15.7,3,3,33100,0,No,17.4,3,0.2,0.0,No
43,Research & Development,6.8,2,3,35100,3,No,24.0,2,4.0,0.6,No
41,Sales,0.1,3,1,32500,1,No,23.4,4,6.9,1.8,No
24,Sales,2.7,4,4,27800,3,No,21.9,3,4.1,3.1,No
30,Sales,38.0,3,4,20000,4,No,12.3,4,2.2,3.1,No
30,Research & Development,1.3,2,4,43500,2,Yes,15.2,3,11.9,0.9,No
49,Research & Development,3.9,2,3,35500,1,No,11.9,4,3.6,8.5,No
46,Research & Development,10.4,1,4,25900,1,No,15.0,3,7.4,0.1,No
30,Research & Development,1.5,3,2,64700,2,No,22.0,3,6.5,4.8,No
44,Research & Development,18.2,2,3,45400,1,No,12.4,4,7.2,1.5,No
30,Research & Development,11.0,2,3,48400,2,Yes,24.7,3,9.7,2.9,Yes
48,Research & Development,0.5,1,3,49900,2,No,14.0,3,0.6,0.0,No
44,Research & Development,19.3,4,3,30900,3,No,21.0,3,1.1,1.9,No
48,Sales,1.7,2,4,89700,2,Yes,23.6,4,6.6,0.6,No
56,Sales,24.9,4,2,48000,3,No,10.8,3,5.6,4.9,No
42,Research & Development,12.6,3,3,60400,5,Yes,16.1,3,5.7,0.4,No
23,Research & Development,4.8,1,4,70600,1,Yes,11.9,3,4.3,1.5,Yes
37,Research & Development,3.4,3,2,37300,0,No,24.6,3,3.4,0.6,No
33,Human Resources,13.5,2,3,28300,2,Yes,24.9,1,0.9,0.0,Yes
35,Sales,22.5,1,3,52200,2,No,18.6,4,5.4,8.9,No
29,Sales,6.6,2,2,36800,1,Yes,15.4,3,15.2,3.1,No
47,Research & Development,8.3,3,4,50100,4,No,22.4,4,7.3,0.9,No
47,Research & Development,1.2,2,3,71600,3,No,17.9,2,0.5,0.0,No
32,Human Resources,3.8,3,2,33800,4,No,10.4,3,11.6,2.7,No
56,Sales,8.5,1,1,52600,2,Yes,17.8,4,5.5,0.3,No
28,Human Resources,1.8,3,1,50300,4,No,13.4,1,1.1,2.7,No
43,Research & Development,2.5,4,2,46400,2,No,11.8,3,1.4,5.5,No
58,Research & Development,8.4,2,3,59100,2,Yes,16.7,3,2.2,1.6,Yes
29,Research & Development,7.5,4,3,46300,4,No,18.4,3,7.7,5.1,No
47,Research & Development,5.5,1,1,60100,0,No,21.2,3,2.1,5.0,Yes
29,Research & Development,5.4,3,4,50100,1,No,14.5,3,1.0,0.4,No
57,Research & Development,23.7,3,1,34300,3,No,19.9,4,7.2,2.6,No
33,Research & Development,7.4,1,3,33500,2,No,21.7,4,20.5,9.3,No
42,Research & Development,6.3,1,4,26000,1,No,22.6,3,6.7,2.3,No
33,Sales,8.1,3,3,58100,5,No,13.5,3,2.3,7.0,No
29,Research & Development,4.8,3,4,41600,0,No,19.5,3,0.4,0.0,No
30,Human Resources,7.6,3,3,35000,4,Yes,11.1,3,5.2,0.2,No
50,Research & Development,6.2,3,3,43500,2,No,8.3,3,2.0,3.9,No
28,Sales,14.4,3,1,57100,4,No,22.8,4,11.8,0.2,No
34,Sales,10.9,3,3,36700,2,No,11.9,4,5.3,1.4,No
49,Sales,18.3,2,3,39200,3,No,16.0,3,6.3,6.3,No
50,Research & Development,24.3,1,3,42600,3,No,17.6,3,7.5,4.6,No
32,Research & Development,8.7,3,3,54000,2,No,23.2,4,11.6,1.6,No
44,Research & Development,6.1,4,1,61500,3,No,16.6,4,4.4,0.3,No
22,Research & Development,13.1,4,1,64800,6,No,15.2,4,14.0,2.6,No
25,Research & Development,14.0,4,4,54500,1,Yes,23.1,4,0.5,0.0,No
49,Research & Development,13.5,2,4,27000,2,No,19.9,2,17.3,1.7,No
22,Research & Development,4.2,1,3,46800,4,No,16.0,3,9.6,1.3,No
39,Research & Development,6.5,2,3,48600,4,Yes,21.7,3,5.6,4.5,No
40,Human Resources,5.1,3,4,20000,1,No,16.5,2,9.4,5.1,No
48,Research & Development,7.6,3,4,47800,3,No,22.2,3,15.3,1.1,No
28,Sales,19.3,3,4,44600,0,Yes,12.4,3,5.6,0.3,Yes
57,Research & Development,3.3,2,1,61300,4,Yes,24.9,3,9.1,2.0,No
30,Sales,5.1,3,4,31000,2,No,21.3,3,9.9,0.6,No
34,Research & Development,22.6,2,4,48200,2,No,13.8,3,5.3,4.1,No
26,Sales,3.6,2,3,68900,2,No,16.7,2,1.2,4.2,No
44,Research & Development,0.9,3,3,31100,3,No,9.3,3,8.6,1.7,No
50,Research & Development,0.2,3,4,43100,6,No,17.9,4,5.9,4.4,No
31,Human Resources,4.2,4,4,25000,4,No,22.0,3,13.7,2.4,No
57,Sales,25.9,3,2,60500,4,No,9.3,4,27.8,2.1,No
45,Research & Development,16.7,2,4,34300,4,Yes,18.6,3,11.0,3.1,No
34,Sales,2.2,3,3,20000,4,No,19.2,4,9.1,5.5,No
51,Sales,32.2,1,3,67100,3,No,17.5,4,5.5,7.2,No
39,Research & Development,29.5,2,4,39200,1,No,18.6,4,0.3,0.0,No
35,Research & Development,1.2,1,3,55900,3,Yes,13.9,3,11.5,3.1,No
50,Human Resources,6.1,2,4,20500,4,Yes,9.6,4,2.1,2.8,No
30,Human Resources,2.0,3,1,27700,1,No,19.3,3,1.6,0.5,No
33,Research & Development,3.0,2,1,86600,2,No,14.7,3,0.3,0.0,No
27,Sales,1.9,3,1,37700,2,No,20.1,3,1.6,6.2,No
40,Sales,0.3,3,3,36800,2,No,22.1,3,3.1,6.7,Yes
38,Research & Development,23.6,3,2,34900,0,No,14.0,2,7.8,3.7,Yes
40,Research & Development,2.6,3,3,30200,2,Yes,11.6,4,2.1,3.8,No
35,Sales,18.5,4,3,26700,5,Yes,21.0,2,12.0,1.5,No
51,Human Resources,7.4,4,2,20000,3,Yes,20.4,3,4.4,1.3,Yes
39,Human Resources,24.4,4,1,24600,1,No,24.1,4,7.7,0.2,Yes
46,Research & Development,11.0,4,4,48000,4,No,18.4,2,2.9,0.5,No
59,Sales,18.7,4,4,59200,2,No,17.7,3,1.2,1.0,No
22,Human Resources,21.7,4,3,29700,2,No,19.7,4,3.4,1.0,No
56,Sales,3.9,1,4,30000,2,Yes,9.9,1,3.6,0.6,No
33,Research & Development,0.5,3,2,43100,4,No,14.6,3,2.8,2.6,No
46,Sales,1.3,2,4,66700,1,No,23.8,3,0.9,0.0,No
56,Research & Development,17.2,1,3,37400,0,No,11.1,4,2.1,1.2,No
24,Research & Development,2.6,1,2,40000,4,Yes,13.3,2,3.5,2.8,No
56,Research & Development,11.1,2,3,20400,2,No,24.5,2,6.6,0.4,No
47,Research & Development,1.2,3,4,25600,1,No,11.0,4,6.7,0.8,No
56,Sales,23.5,2,1,20000,6,No,14.6,4,2.5,0.5,No
31,Human Resources,20.6,1,4,32100,3,No,14.4,4,13.6,10.1,No
47,Sales,5.5,1,1,30700,1,Yes,17.1,2,5.6,1.9,Yes
33,Sales,14.3,1,2,31100,1,No,11.7,4,7.3,5.0,No
44,Human Resources,15.8,2,4,28300,2,No,24.2,4,14.1,11.5,No
55,Research & Development,12.1,2,3,41600,3,No,16.7,4,1.7,3.1,No
38,Research & Development,2.3,2,3,59600,1,Yes,8.2,2,0.5,0.0,No
58,Research & Development,24.0,2,2,53700,5,Yes,22.1,3,3.8,0.0,No
34,Research & Development,10.8,2,3,31400,2,No,10.8,3,24.6,7.3,No
34,Research & Development,21.0,2,4,59300,1,Yes,11.1,3,10.6,1.8,No
34,Research & Development,8.3,2,3,33800,3,No,16.4,3,7.0,3.2,No
32,Research & Development,13.8,1,4,34000,2,No,18.1,1,13.6,0.5,No
59,Human Resources,5.0,2,3,31300,0,Yes,23.1,3,2.3,0.3,Yes
30,Sales,5.4,3,2,45300,5,No,24.0,3,5.1,5.3,No
40,Sales,5.2,4,3,53500,2,Yes,19.0,3,8.1,3.5,No
57,Sales,40.1,1,4,39000,4,Yes,21.7,3,5.5,0.2,No
35,Research & Development,3.1,2,4,125800,3,No,12.6,4,1.0,4.0,No
34,Sales,3.5,2,2,26800,3,Yes,13.5,1,8.7,1.0,No
30,Sales,2.5,2,1,44200,2,Yes,21.1,4,6.5,0.3,No
22,Sales,4.4,3,3,57100,2,Yes,24.4,3,2.9,0.8,No
