Age,Income,CreditScore,AccountAgeMonths,NumTransactions,AvgTransactionAmount,CustomerTier,Region,Feedback,SignupDate,Target,IsDrifted
24.8,172.5,632.8,10.6,17,16.06,Bronze,East,Average,2020-06-06,1,0
29.6,102.85,721.0,1.3,16,80.09,Gold,East,Average,2023-12-22,1,0
60.5,116.74,750.9,3.3,13,19.04,Bronze,South,Poor,2020-05-17,1,0
24.4,130.9,679.8,6.3,20,52.3,Silver,West,Good,2021-10-26,1,0
55.3,40.19,703.7,5.7,11,48.33,Gold,West,Average,2021-07-15,1,0
48.2,100.5,683.8,6.9,18,10.73,Silver,West,Poor,2023-10-07,0,0
54.1,74.92,651.5,5.5,13,7.59,Gold,South,Poor,2022-05-27,1,0
11.7,96.2,841.7,8.6,13,49.07,Bronze,East,Average,2020-09-08,1,0
66.4,71.41,645.6,3.4,15,29.06,Bronze,South,Good,2022-01-28,0,0
52.4,41.87,693.8,2.7,12,26.16,Platinum,North,Good,2023-05-10,1,0
13.0,56.63,632.0,0.2,12,6.6,Gold,North,Good,2020-03-09,1,0
29.8,39.31,746.5,0.1,23,43.97,Platinum,East,Good,2021-09-25,1,0
30.9,,784.1,10.1,9,15.8,Silver,South,Good,2021-07-10,1,0
31.0,92.36,641.8,6.1,14,6.6,Bronze,East,Good,2023-10-17,1,0
44.0,157.14,720.3,0.3,16,16.93,Bronze,North,Poor,2023-08-11,0,0
52.4,274.91,727.8,1.1,14,24.33,Silver,South,Average,2023-06-24,1,0
62.0,92.66,653.6,12.8,17,24.61,Bronze,North,Good,2023-09-07,1,0
44.3,30.5,807.5,1.2,8,15.13,Bronze,West,Average,2021-07-22,0,0
43.4,100.5,737.7,2.0,10,5.4,Silver,East,Poor,2022-12-15,1,0
32.6,124.13,697.0,3.2,12,27.63,Bronze,South,Good,2022-02-10,0,0
41.9,201.08,697.0,4.0,11,10.0,Gold,West,Average,2023-12-20,1,0
39.5,172.88,722.9,3.1,26,8.72,Bronze,North,Good,2020-04-26,0,0
58.1,95.91,645.8,1.2,15,27.12,Bronze,North,Average,2023-10-17,0,0
48.4,128.4,730.5,3.2,17,5.9,Silver,North,Poor,2022-08-28,0,0
61.2,210.11,645.3,3.5,15,14.15,Silver,East,Good,2021-05-20,1,0
34.9,91.27,683.2,3.6,14,58.43,Bronze,South,Average,2020-08-18,0,0
40.8,61.14,776.9,4.5,14,50.83,Bronze,East,Poor,2022-12-27,0,0
37.1,73.7,741.7,0.1,15,36.79,Silver,West,Good,2023-08-30,1,0
61.6,65.13,722.0,4.4,21,30.62,Gold,South,Average,2023-02-16,0,0
22.9,140.99,638.6,0.6,17,16.28,Silver,North,Good,2020-10-18,0,0
48.6,439.43,687.7,3.3,18,14.9,Bronze,East,Good,2020-09-19,1,0
11.1,79.87,638.7,1.4,18,112.31,Silver,South,Poor,2021-09-07,1,0
43.3,31.96,722.1,7.7,16,14.59,Platinum,West,Good,2020-03-10,1,0
35.4,50.88,744.1,0.1,23,11.65,Bronze,West,Good,2023-04-28,0,0
40.5,198.25,604.2,1.0,17,16.21,Silver,West,Good,2021-11-29,1,0
40.3,178.9,731.2,0.8,15,21.52,Gold,West,Average,2023-06-26,1,0
31.7,28.46,696.0,2.5,15,29.72,Bronze,East,Good,2020-04-10,1,0
48.7,137.43,757.0,4.0,11,15.57,Silver,South,Good,2021-02-18,0,0
53.8,51.25,614.6,1.9,19,14.3,Gold,South,Poor,2020-11-09,1,0
43.2,19.53,640.9,1.5,16,11.73,Silver,West,Average,2020-01-14,1,0
45.7,167.93,707.3,0.6,14,2.4,Gold,West,Average,2023-06-26,1,0
47.3,150.14,736.0,0.4,15,5.34,Bronze,North,Good,2020-11-05,1,0
40.8,,661.8,9.4,17,47.78,Bronze,South,Good,2023-01-18,1,0
44.0,151.22,758.8,2.0,24,32.49,Gold,West,Good,2022-05-13,1,0
48.8,15.1,,3.8,21,31.84,Silver,South,Good,2023-05-08,0,0
50.2,40.31,679.2,6.5,12,20.12,Bronze,West,Average,2022-08-26,0,0
41.2,59.15,735.9,3.0,12,10.59,Bronze,West,Good,2022-04-09,0,0
31.4,36.05,712.8,2.7,15,53.55,Bronze,North,Average,2022-02-12,0,0
42.8,49.32,801.2,24.3,15,37.19,Silver,North,Poor,2020-07-24,1,0
37.7,46.37,767.0,7.2,13,19.86,Silver,East,Poor,2022-01-03,0,0
36.9,40.49,706.6,18.1,9,70.7,Silver,North,Average,2020-02-01,1,0
45.7,78.47,741.0,3.0,17,41.17,Bronze,East,Good,2021-05-12,1,0
60.0,68.92,770.8,7.3,20,7.27,Gold,East,Good,2021-03-27,1,0
28.5,94.48,675.8,11.5,11,46.29,Silver,North,Good,2020-03-03,1,0
31.1,75.93,644.0,1.9,14,19.48,Bronze,West,Good,2023-12-01,0,0
63.6,124.54,755.0,4.8,20,33.9,Platinum,West,Average,2023-12-20,1,0
43.7,83.06,740.0,0.6,9,86.16,Bronze,East,Good,2021-04-28,1,0
38.3,59.4,733.7,1.5,9,15.5,Silver,East,Average,2022-08-17,0,0
46.0,310.26,738.4,2.9,19,18.97,Gold,South,Good,2023-10-20,1,0
32.1,66.19,649.1,9.1,19,46.04,Gold,South,Good,2020-05-02,1,0
42.0,132.58,694.0,1.5,15,17.69,Platinum,North,Good,2021-11-09,1,0
40.8,86.58,639.9,0.8,22,14.03,Bronze,East,Good,2020-12-27,1,0
35.4,118.1,676.9,11.7,23,60.8,Platinum,North,Average,2020-07-06,1,0
55.2,57.99,657.6,2.2,19,18.65,Gold,North,Good,2022-10-13,0,0
47.7,44.56,730.9,0.4,14,30.51,Platinum,East,Good,2022-01-08,1,0
57.4,121.73,751.9,6.3,18,56.58,Silver,East,Average,2020-06-17,1,0
32.8,99.48,668.9,0.3,6,20.78,Gold,South,Average,2021-12-24,0,0
22.9,64.0,618.7,2.8,16,21.73,Silver,North,Good,2020-10-18,1,0
23.3,47.61,631.3,6.9,15,14.63,Bronze,North,Poor,2022-07-14,1,0
34.0,89.43,711.3,28.2,11,22.24,Platinum,North,Average,2021-06-06,1,0
22.3,86.24,683.6,1.6,15,47.69,Bronze,South,Good,2020-12-22,0,0
48.5,83.39,649.2,1.7,12,19.49,Bronze,West,Good,2022-12-29,0,0
57.1,95.5,722.4,19.0,18,91.55,Bronze,East,Average,2022-09-24,1,0
22.6,36.32,698.4,2.3,10,12.75,Gold,North,Good,2023-03-28,1,0
45.3,158.42,691.3,0.5,15,16.1,Platinum,East,Poor,2022-07-06,1,0
53.2,30.65,700.9,1.1,23,35.67,Silver,South,Average,2022-01-03,0,0
40.2,47.13,656.9,12.0,15,78.79,Silver,East,Good,2021-12-01,0,0
,46.32,756.5,2.2,15,12.77,Gold,East,Good,2022-11-09,1,0
23.6,49.45,,4.1,11,46.04,Gold,North,Average,2020-03-16,1,0
49.9,71.08,690.7,4.8,18,16.84,Gold,North,Average,2021-05-19,0,0
20.9,90.51,635.5,5.7,14,15.89,Silver,West,Good,2021-01-10,1,0
39.6,382.89,616.2,3.0,10,77.52,Platinum,West,Good,2023-01-17,1,0
58.1,67.77,652.4,18.8,21,24.55,Gold,North,Good,2022-09-21,1,0
45.2,171.15,768.7,1.1,17,20.66,Bronze,North,Average,2020-04-02,0,0
33.6,109.12,670.0,1.9,15,5.07,Silver,East,Good,2024-01-26,0,0
49.1,35.1,728.7,3.3,14,11.8,Silver,South,Good,2020-05-29,0,0
30.0,72.17,779.7,7.4,19,2.51,Platinum,West,Good,2024-01-05,1,0
36.4,75.4,686.5,4.8,18,46.52,Platinum,West,Average,2020-04-11,1,0
28.3,176.87,725.9,0.6,16,23.86,Silver,North,Good,2020-02-14,1,0
20.8,,746.0,27.3,20,61.51,Bronze,North,Good,2023-03-07,1,0
29.9,127.82,686.3,0.6,21,19.52,Silver,North,Average,2021-05-08,1,0
55.5,77.63,636.8,9.5,17,10.68,Silver,South,Average,2021-02-25,1,0
40.1,63.25,753.2,3.6,15,8.87,Gold,West,Good,2023-05-26,1,0
31.5,79.0,699.4,1.3,20,19.89,Bronze,North,Good,2023-06-06,0,0
37.9,62.91,705.6,0.0,17,4.95,Bronze,South,Good,2020-04-08,1,0
57.9,250.61,821.6,3.9,16,66.14,Gold,South,Good,2023-10-15,1,0
24.8,183.21,713.1,7.9,25,10.28,Silver,South,Good,2021-11-10,1,0
33.1,366.18,712.3,10.0,11,29.15,Bronze,West,Average,2020-07-06,1,0
38.4,46.5,655.3,0.4,17,44.55,Silver,West,Good,2023-09-14,0,0
36.1,68.19,771.2,3.6,13,37.82,Silver,East,Good,2020-12-22,1,0
27.3,66.92,745.2,1.4,15,23.33,Platinum,South,Average,2020-09-07,1,0
32.4,123.7,736.8,11.0,25,34.38,Bronze,West,Good,2022-07-26,1,0
36.1,55.04,710.1,6.5,13,20.47,Bronze,South,Average,2024-01-06,0,0
39.2,56.08,646.1,1.3,15,8.68,Gold,North,Good,2021-02-09,1,0
44.3,98.76,659.2,2.0,15,70.15,Silver,West,Good,2020-08-03,0,0
23.5,197.24,709.4,3.1,14,25.23,Silver,South,Good,2020-08-31,1,0
42.3,85.2,754.7,1.6,16,21.07,Silver,East,Poor,2023-10-06,1,0
29.9,81.94,736.9,9.1,14,19.41,Gold,East,Poor,2020-11-28,1,0
43.9,130.93,647.5,2.4,19,6.09,Platinum,West,Poor,2022-12-21,1,0
40.0,42.45,725.9,2.9,14,59.37,Bronze,West,Good,2021-12-22,0,0
62.7,214.12,586.4,0.4,17,23.31,Silver,South,Good,2021-01-31,1,0
22.6,797.04,668.2,1.1,14,20.25,Gold,South,Good,2020-10-08,1,0
36.6,95.38,696.2,2.0,12,57.84,Bronze,East,Good,2021-03-28,0,0
63.9,65.91,670.3,5.0,9,11.08,Bronze,North,Poor,2023-09-21,0,0
55.2,49.13,673.4,6.3,14,3.51,Bronze,South,Good,2023-12-01,0,0
69.9,259.37,682.5,1.4,11,28.86,Silver,North,Average,2023-02-03,0,0
45.0,85.15,701.4,5.0,13,10.62,Silver,West,Average,2021-05-31,0,0
46.3,65.8,671.4,4.2,15,21.5,Silver,North,Poor,2020-09-15,1,0
41.0,111.4,678.7,0.3,21,9.25,Bronze,South,Average,2022-07-02,1,0
37.7,30.39,774.5,5.6,8,16.33,Gold,West,Average,2021-06-02,1,0
26.5,105.21,746.7,1.2,15,4.76,Bronze,East,Average,2023-04-20,0,0
65.6,55.49,716.8,0.8,16,3.41,Silver,East,Good,2021-06-13,0,0
32.7,47.9,668.8,5.4,13,9.97,Bronze,South,Poor,2023-10-22,0,0
32.2,208.82,686.3,9.9,17,17.13,Gold,West,Average,2023-03-05,1,0
61.6,41.17,662.7,2.9,14,26.49,Bronze,West,Average,2020-04-17,0,0
53.6,63.76,750.7,3.0,16,14.97,Bronze,South,Good,2022-01-17,1,0
12.5,136.66,777.9,6.0,18,31.67,Silver,North,Average,2022-05-06,1,0
39.0,61.57,650.2,3.0,13,24.82,Silver,South,Good,2020-05-25,1,0
52.0,333.43,735.1,2.9,12,34.82,Silver,South,Poor,2023-10-05,0,0
36.0,101.96,710.5,9.5,15,25.13,Silver,North,Good,2021-01-10,0,0
33.8,46.51,712.2,2.5,19,18.37,Bronze,North,Average,2022-01-20,0,0
38.2,20.5,743.4,1.9,9,12.23,Bronze,West,Poor,2021-04-08,0,0
45.5,44.21,722.7,1.8,19,60.14,Silver,South,Good,2020-09-08,1,0
39.1,208.99,691.1,17.7,17,43.41,Bronze,East,Average,2022-06-22,1,0
33.3,67.46,707.5,1.8,17,27.27,Bronze,West,Poor,2020-09-28,0,0
38.2,,755.5,4.0,15,37.34,Silver,South,Good,2022-09-04,1,0
46.6,130.11,677.9,4.4,11,85.04,Bronze,West,Average,2023-08-29,0,0
50.9,,688.7,4.6,8,39.02,Bronze,East,Good,2020-07-06,1,0
11.8,101.97,759.3,2.0,13,6.75,Gold,South,Poor,2023-01-09,1,0
45.2,79.58,711.6,15.0,17,23.41,Bronze,East,Good,2020-07-06,0,0
52.2,76.47,697.9,1.0,12,23.14,Bronze,East,Average,2022-10-04,0,0
39.4,29.37,778.2,2.4,12,59.59,Gold,West,Average,2020-08-02,1,0
34.8,60.78,736.9,5.0,21,42.88,Bronze,North,Good,2020-11-25,0,0
24.3,37.16,762.7,6.5,11,21.92,Bronze,North,Good,2020-03-07,0,0
57.4,117.46,646.7,9.2,16,42.9,Gold,West,Poor,2020-06-09,1,0
43.7,169.83,682.0,5.4,14,17.75,Silver,West,Average,2022-05-02,1,0
33.1,99.28,615.1,4.0,25,12.26,Silver,North,Good,2022-03-11,0,0
48.2,,669.4,15.0,12,26.18,Bronze,South,Average,2021-07-08,1,0
49.9,273.81,740.7,9.5,14,28.92,Bronze,East,Good,2021-06-06,1,0
51.5,125.54,692.6,4.4,10,23.07,Bronze,South,Average,2023-08-14,0,0
19.0,144.66,728.3,0.4,11,21.28,Silver,North,Poor,2023-02-01,1,0
46.3,91.01,715.6,7.8,17,12.41,Bronze,East,Good,2020-05-13,1,0
46.7,165.12,658.4,5.5,12,18.68,Bronze,West,Good,2023-12-24,1,0
,55.67,693.0,0.2,13,44.55,Platinum,South,Good,2020-01-08,1,0
27.2,111.22,695.8,7.9,14,4.42,Silver,West,Good,2022-06-01,1,0
22.9,157.86,716.4,4.4,13,28.83,Bronze,South,Good,2022-04-10,1,0
18.9,76.79,782.5,0.1,16,20.85,Gold,North,Good,2020-09-30,1,0
25.4,39.95,612.5,1.7,19,63.05,Silver,East,Good,2020-08-15,1,0
31.2,44.83,755.1,1.0,16,19.94,Gold,East,Average,2023-08-19,0,0
14.9,54.87,714.0,2.9,13,25.72,Bronze,West,Good,2023-03-20,1,0
51.4,54.33,784.0,5.0,15,40.05,Gold,North,Good,2020-01-08,1,0
43.0,41.32,625.5,15.9,17,19.89,Platinum,North,Good,2020-02-09,1,0
28.5,37.79,726.8,2.6,16,30.31,Silver,East,Poor,2023-09-13,1,0
45.8,93.52,680.8,3.5,16,8.05,Gold,North,Average,2022-11-27,1,0
48.9,,702.9,1.5,20,9.33,Platinum,East,Average,2021-10-05,0,0
57.3,57.83,775.8,1.1,15,42.01,Silver,West,Good,2020-02-19,1,0
43.4,96.75,769.2,13.9,7,14.99,Gold,South,Good,2023-05-11,1,0
25.5,106.19,686.3,2.7,7,4.01,Bronze,East,Poor,2020-07-12,1,0
41.9,17.64,718.5,4.7,12,16.23,Silver,South,Poor,2022-10-21,0,0
14.1,134.31,649.0,7.8,15,9.05,Gold,North,Poor,2020-04-11,1,0
59.9,372.14,714.5,2.7,13,9.03,Silver,West,Good,2022-10-29,1,0
47.8,47.74,758.6,1.3,12,12.14,Gold,East,Average,2023-09-29,1,0
43.3,39.13,673.9,2.0,22,13.67,Bronze,West,Good,2022-11-19,0,0
50.0,164.0,719.9,5.5,17,14.03,Gold,West,Good,2020-05-06,1,0
41.9,180.58,718.8,0.3,12,8.89,Gold,South,Poor,2023-11-15,1,0
37.3,49.33,667.0,8.6,19,14.85,Bronze,West,Good,2020-03-04,0,0
43.6,77.07,767.9,17.9,23,16.74,Bronze,North,Average,2022-08-27,1,0
56.8,181.16,740.6,0.3,18,18.45,Silver,West,Good,2023-05-16,1,0
35.7,113.59,660.9,7.1,11,37.53,Platinum,South,Poor,2021-06-01,1,0
47.6,106.44,685.1,18.0,11,11.62,Bronze,South,Good,2020-06-02,0,0
41.4,91.39,684.0,5.7,13,9.52,Gold,North,Good,2021-04-07,1,0
49.4,17.18,687.5,10.7,13,43.39,Bronze,East,Good,2022-10-31,1,0
34.4,257.27,669.6,4.4,17,23.16,Silver,South,Good,2021-01-23,1,0
38.5,,719.7,9.3,13,24.1,Bronze,North,Good,2021-03-27,0,0
45.3,121.38,717.5,2.4,11,10.62,Silver,East,Good,2021-08-19,0,0
36.2,37.06,634.1,1.4,15,62.33,Gold,West,Poor,2020-03-27,1,0
57.0,76.08,789.0,4.3,21,11.94,Gold,East,Poor,2021-11-29,1,0
22.1,76.57,657.4,0.2,12,26.18,Gold,North,Poor,2021-01-13,1,0
51.2,66.19,761.2,0.2,17,17.29,Gold,South,Poor,2021-08-12,1,0
36.8,119.41,772.5,3.7,12,20.96,Silver,South,Good,2023-04-09,1,0
60.1,60.48,652.0,2.7,11,35.86,Silver,West,Good,2022-03-08,0,0
39.8,,767.1,7.3,17,5.82,Bronze,South,Good,2021-09-17,0,0
24.6,63.66,675.5,4.6,15,49.56,Gold,South,Average,2020-01-08,1,0
30.1,74.62,700.8,0.5,15,32.99,Bronze,South,Average,2023-10-05,0,0
19.6,25.18,680.6,0.9,21,11.99,Gold,East,Average,2021-08-07,1,0
39.3,62.68,693.4,1.6,10,19.37,Platinum,East,Good,2021-07-24,1,0
20.4,118.03,701.1,9.6,22,49.91,Bronze,South,Average,2020-02-17,0,0
36.8,61.72,735.8,4.4,8,18.55,Bronze,South,Good,2022-08-26,1,0
26.8,113.56,707.9,6.4,16,3.73,Silver,North,Good,2023-09-14,1,0
33.5,136.22,654.8,7.9,18,18.06,Platinum,East,Average,2021-02-19,1,0
44.7,37.36,802.0,6.4,8,15.46,Gold,North,Average,2022-06-26,1,0
46.8,54.72,709.4,0.4,16,18.3,Platinum,North,Average,2020-05-24,1,0
10.1,42.05,688.3,3.4,14,60.63,Gold,North,Good,2022-10-10,1,0
45.5,102.19,698.0,5.7,14,13.84,Bronze,West,Average,2022-02-09,1,0
48.1,62.8,726.4,0.6,13,48.0,Bronze,East,Good,2022-05-09,0,0
52.9,36.84,754.2,7.7,12,16.9,Bronze,North,Good,2023-01-16,1,0
18.4,90.61,686.5,9.6,12,6.13,Bronze,East,Good,2022-04-15,1,0
41.4,,736.5,4.6,14,27.02,Silver,East,Average,2024-01-22,0,0
33.8,82.4,695.7,0.3,12,37.01,Gold,West,Good,2022-12-27,1,0
47.5,141.03,576.7,0.5,16,16.82,Bronze,West,Average,2021-12-12,0,0
52.7,,712.6,1.8,18,15.59,Silver,East,Poor,2022-07-26,1,0
71.0,48.73,680.4,5.7,16,32.52,Bronze,West,Average,2022-07-14,0,0
51.3,94.92,669.9,2.9,11,24.15,Bronze,West,Good,2020-09-12,0,0
52.0,93.91,763.7,4.6,13,17.05,Silver,East,Poor,2020-02-29,1,0
27.6,119.72,707.1,9.4,12,39.93,Gold,West,Average,2021-12-28,1,0
31.3,44.97,751.8,6.3,25,11.39,Bronze,North,Average,2023-09-19,0,0
37.1,36.44,753.8,4.0,8,6.09,Platinum,South,Good,2020-07-17,1,0
34.7,80.76,698.2,2.1,12,7.79,Bronze,South,Poor,2021-06-17,0,0
50.9,143.24,690.2,2.1,18,8.31,Bronze,East,Good,2023-12-04,0,0
49.9,25.86,735.3,11.8,13,91.76,Bronze,East,Poor,2022-04-16,1,0
45.2,228.76,719.8,3.7,18,17.62,Bronze,South,Average,2021-04-27,0,0
47.9,226.72,694.6,6.2,14,17.13,Bronze,North,Good,2021-09-30,1,0
44.4,69.23,802.2,2.1,11,60.18,Bronze,West,Average,2021-06-11,0,0
50.0,62.85,678.9,2.9,11,35.77,Bronze,West,Average,2022-05-12,1,0
65.2,123.29,596.0,5.9,17,34.72,Silver,North,Poor,2021-07-16,1,0
33.0,140.47,726.3,2.0,17,17.58,Bronze,North,Poor,2023-09-06,1,0
38.7,113.44,660.2,3.5,14,13.82,Bronze,South,Poor,2022-04-28,0,0
21.8,57.14,598.5,5.3,12,215.27,Gold,West,Poor,2022-08-14,1,0
34.9,250.84,687.6,3.8,10,78.51,Gold,West,Good,2021-08-13,1,0
53.4,84.58,765.9,1.0,12,47.91,Bronze,South,Good,2023-02-11,1,0
57.9,93.31,608.2,9.1,15,21.61,Platinum,West,Poor,2022-02-16,0,0
29.3,234.76,641.6,0.5,11,21.42,Bronze,West,Good,2022-10-05,1,0
46.3,123.41,737.0,1.4,21,5.88,Bronze,East,Poor,2020-05-28,0,0
51.2,204.57,665.9,10.9,11,9.34,Bronze,South,Average,2022-02-03,1,0
34.9,37.2,740.0,10.9,10,38.76,Silver,North,Good,2023-01-28,1,0
40.0,46.7,751.9,2.6,15,44.95,Bronze,West,Average,2022-01-03,1,0
27.0,34.13,698.3,17.1,18,26.84,Gold,South,Average,2022-06-12,1,0
44.5,144.08,656.5,6.0,9,13.31,Bronze,South,Good,2020-10-17,1,0
52.8,242.71,651.5,0.5,13,113.23,Bronze,East,Poor,2021-04-07,0,0
40.6,173.13,563.9,6.3,11,13.62,Bronze,South,Poor,2021-11-14,1,0
40.0,222.15,738.1,5.4,14,16.5,Gold,West,Average,2023-06-09,1,0
50.7,112.04,716.3,17.4,16,34.5,Silver,West,Good,2022-05-21,0,0
53.3,36.65,768.3,13.5,10,129.62,Bronze,South,Average,2021-12-20,0,0
47.1,63.03,717.8,15.3,14,20.32,Bronze,North,Poor,2022-06-29,1,0
30.0,94.42,697.7,1.5,16,15.22,Gold,West,Average,2020-12-28,0,0
50.5,64.08,708.3,6.0,13,15.74,Silver,South,Average,2022-01-02,0,0
25.4,64.79,684.6,1.3,17,80.07,Platinum,East,Good,2021-12-19,1,0
33.4,46.36,763.8,0.6,22,40.77,Bronze,West,Average,2020-09-10,0,0
39.2,117.21,695.4,2.1,10,18.94,Silver,South,Poor,2021-03-18,0,0
47.7,,700.3,2.4,11,4.83,Bronze,East,Average,2022-09-13,0,0
59.2,119.98,651.3,2.2,12,45.07,Bronze,East,Average,2020-07-07,0,0
26.6,144.38,673.9,0.2,13,5.78,Gold,West,Good,2023-01-06,1,0
,61.3,744.0,0.2,19,15.65,Platinum,East,Good,2023-02-28,1,0
46.6,41.38,701.2,2.9,11,28.38,Gold,South,Good,2024-01-05,0,0
52.0,155.92,764.9,0.2,11,23.62,Gold,West,Average,2022-10-29,1,0
39.9,65.99,697.6,11.6,15,13.5,Bronze,North,Poor,2021-02-25,0,0
57.2,125.13,688.3,1.1,12,15.17,Silver,East,Average,2021-08-25,1,0
37.5,54.66,678.3,1.2,21,14.88,Bronze,North,Good,2022-10-23,0,0
46.2,178.96,781.6,13.6,8,3.85,Bronze,East,Average,2023-09-06,1,0
37.0,44.96,577.8,0.3,10,92.0,Silver,South,Good,2020-01-09,0,0
43.1,65.42,709.4,13.0,10,29.42,Gold,West,Good,2023-01-29,1,0
35.4,182.55,736.9,15.5,15,13.89,Platinum,South,Poor,2021-01-15,1,0
9.3,229.1,688.1,2.8,11,28.16,Bronze,East,Average,2021-08-02,0,0
44.8,86.3,649.6,29.0,16,17.01,Bronze,South,Average,2021-01-09,1,0
21.4,167.51,698.2,13.7,12,14.3,Silver,North,Average,2023-12-23,1,0
25.9,100.19,762.3,7.0,22,39.48,Silver,East,Good,2022-07-26,1,0
24.6,88.81,719.5,5.8,14,2.99,Silver,West,Good,2020-05-17,1,0
42.0,96.85,663.5,6.5,15,52.56,Gold,North,Good,2020-09-26,1,0
42.6,90.06,703.9,4.7,12,30.65,Bronze,West,Good,2022-07-03,0,0
66.9,108.4,664.7,6.2,8,8.88,Silver,West,Poor,2020-10-29,1,0
15.0,125.48,712.8,4.0,15,32.11,Platinum,East,Good,2021-09-27,1,0
23.4,96.73,740.5,3.5,12,7.24,Bronze,East,Good,2023-11-17,1,0
29.2,45.42,665.5,2.4,15,10.82,Bronze,North,Good,2020-10-01,0,0
58.6,357.82,704.0,3.6,12,26.42,Silver,East,Good,2022-01-20,1,0
33.8,157.21,790.2,0.6,14,94.76,Bronze,West,Average,2020-10-07,1,0
44.1,109.37,726.0,0.2,7,24.79,Bronze,North,Poor,2022-09-04,0,0
41.3,197.55,686.7,0.4,23,37.19,Bronze,East,Good,2021-08-25,1,0
50.0,57.91,686.5,3.5,17,14.95,Gold,West,Good,2022-03-10,1,0
37.2,85.26,688.5,8.3,16,20.46,Bronze,East,Good,2023-08-08,0,0
47.5,146.8,760.2,4.3,15,9.6,Silver,West,Poor,2021-01-07,1,0
33.6,406.28,679.6,13.4,18,17.64,Bronze,East,Average,2020-02-07,1,0
41.2,118.2,753.2,1.7,15,10.15,Gold,West,Poor,2022-08-26,0,0
43.6,,657.1,1.8,11,76.58,Gold,North,Average,2022-02-06,0,0
48.6,64.55,782.3,0.8,15,51.49,Bronze,East,Average,2020-11-12,0,0
51.3,82.14,655.2,10.9,13,28.43,Silver,North,Poor,2022-04-30,1,0
48.7,86.45,650.4,3.9,5,2.78,Gold,South,Average,2023-06-29,1,0
48.8,139.94,750.6,3.6,13,68.74,Gold,East,Poor,2023-10-12,1,0
46.7,128.74,689.3,10.9,10,32.93,Bronze,West,Average,2023-05-06,0,0
50.7,200.89,716.5,2.2,14,63.5,Gold,East,Poor,2021-03-26,1,0
50.7,48.1,667.9,2.7,16,7.33,Gold,West,Good,2020-01-07,1,0
37.7,61.27,665.6,3.1,12,9.72,Silver,West,Good,2021-02-06,0,0
31.4,26.11,736.1,6.8,15,32.1,Bronze,West,Good,2023-03-12,1,0
53.2,43.56,617.3,33.5,8,21.87,Gold,West,Good,2020-01-21,1,0
45.6,50.6,761.9,6.6,11,18.61,Bronze,North,Good,2021-10-19,0,0
43.8,103.47,733.7,1.2,15,6.06,Bronze,North,Poor,2020-11-30,0,0
44.9,25.04,674.4,3.4,10,15.77,Bronze,West,Good,2021-08-27,1,0
31.9,153.45,722.5,0.6,14,37.54,Gold,South,Average,2020-04-14,0,0
24.8,27.94,686.2,1.8,22,26.58,Bronze,North,Average,2023-03-13,1,0
21.0,172.87,683.3,4.8,20,63.95,Gold,East,Poor,2023-11-10,1,0
27.0,55.94,807.3,13.1,16,16.69,Silver,North,Poor,2021-12-18,1,0
35.5,123.55,746.1,10.1,25,31.55,Silver,West,Good,2023-02-05,1,0
24.6,91.67,650.4,2.6,17,142.64,Bronze,East,Good,2021-06-30,1,0
39.2,,724.8,6.0,15,22.08,Gold,West,Average,2020-06-07,1,0
25.9,106.52,617.0,1.6,19,56.63,Bronze,West,Good,2023-09-18,1,0
24.4,58.22,804.5,2.1,20,14.78,Bronze,North,Good,2021-02-20,1,0
53.0,204.57,608.2,2.4,14,10.05,Bronze,East,Poor,2020-05-13,0,0
53.8,34.79,717.9,9.4,15,86.81,Bronze,East,Good,2021-11-10,1,0
30.2,74.35,645.0,4.8,17,17.59,Bronze,West,Good,2021-09-19,1,0
48.6,,662.9,1.9,18,15.69,Gold,North,Good,2023-02-12,1,0
33.2,43.61,750.7,2.3,21,8.93,Silver,South,Poor,2021-08-03,1,0
33.4,92.78,697.3,12.5,18,10.96,Bronze,North,Average,2021-05-13,1,0
36.8,112.45,787.2,7.4,13,15.3,Silver,South,Average,2022-03-07,1,0
29.7,120.29,663.6,2.8,16,9.7,Bronze,East,Good,2023-02-22,1,0
22.8,34.21,738.5,0.0,9,11.42,Platinum,North,Good,2022-10-03,0,0
45.2,58.63,718.4,6.3,19,5.43,Bronze,East,Average,2022-12-24,0,0
59.1,144.38,707.8,2.5,10,69.87,Silver,West,Good,2023-07-20,1,0
64.0,56.51,600.0,7.7,14,41.49,Bronze,West,Poor,2021-12-24,0,0
41.3,38.97,673.0,0.9,18,30.1,Silver,North,Good,2023-04-26,1,0
45.9,110.99,707.1,8.5,9,9.33,Gold,North,Average,2021-12-22,1,0
28.1,87.76,768.0,9.7,16,24.12,Gold,East,Good,2020-02-01,1,0
24.1,90.02,678.3,3.1,12,10.71,Silver,South,Good,2020-03-16,0,0
25.1,156.05,685.0,4.3,14,37.27,Bronze,South,Good,2021-12-17,1,0
25.7,62.33,703.8,22.5,14,12.02,Bronze,North,Good,2020-10-08,1,0
36.5,28.96,685.1,6.1,20,20.42,Bronze,North,Poor,2020-06-30,0,0
33.8,53.01,718.1,0.5,9,10.77,Bronze,North,Average,2023-01-13,1,0
24.7,165.6,639.4,0.8,18,41.95,Platinum,North,Good,2024-01-16,1,0
,88.69,645.6,18.9,19,108.57,Silver,South,Poor,2023-07-25,1,0
